,Unnamed: 0,Unnamed: 0.1,L_box,minPts_box,c_id,source_id,l,b,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmdec,pmra_error,pmdec_error,dr2_radial_velocity,dr2_radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Nclusters
71380,71380,71380,10,10,1356,253537936738941696,158.55563027182723,-1.5342722270514082,68.75043536327635,45.31366836655379,0.022050124,0.01395646,0.3262709762964629,0.027207136,0.9124103121301256,-1.9553883041029043,0.030835973,0.023986612,,,14.926865,15.440421,14.227616,47
71381,71381,71381,10,10,1356,253537971098681728,158.54336245908408,-1.5477150358659375,68.72456018933549,45.31362162504328,0.06126803,0.037403006,0.2937796682583578,0.07622828,1.153536701113897,-2.01534893334356,0.08536977,0.06283008,,,17.04678,17.727654,16.239935,47
71382,71382,71382,10,10,1356,253538035517519104,158.57928494559366,-1.5336773444770944,68.77377345612074,45.29663710076419,0.06832139,0.04609648,0.255360449094116,0.08550241,1.0434779166008992,-2.0430254715052643,0.10039858,0.08195818,,,17.265877,18.002815,16.42941,47
71383,71383,71383,10,10,1356,253538039818156672,158.57976142976403,-1.5287026570775974,68.77944570148105,45.29964619100906,0.020902364,0.013662608,0.3080670218657281,0.026272222,0.9264123940388106,-1.7578897253684589,0.029329006,0.023591017,,,14.751027,15.242401,14.073654,47
71384,71384,71384,10,10,1356,253538245976580480,158.56117215800882,-1.4884822105784286,68.80378301179923,45.34051381076655,0.050842535,0.033873145,0.2240070600796729,0.065071784,0.9637595956471214,-1.9947979121931585,0.074249305,0.059218097,,,16.641392,17.349570999999994,15.813718,47
71385,71385,71385,10,10,1356,253538314696060288,158.55090221800154,-1.5108485905924034,68.77045418065019,45.33297873592614,0.037043005,0.023612283,0.3793537664227066,0.04725877,0.8230375467586654,-1.99105772309504,0.052833825,0.040912792,,,15.992786,16.524906,15.270862,47
71386,71386,71386,10,10,1356,253538344755218048,158.55222940711772,-1.4978906510379268,68.78532191509416,45.34075326259332,0.08018889,0.054791562,0.298486196929249,0.103578635,1.1259882293377108,-2.0193267663597747,0.11751849,0.09124246,,,17.539722,18.313955,16.683096,47
71387,71387,71387,10,10,1356,253538486494747520,158.5481392384201,-1.4624823217410778,68.81855761677082,45.367678919768544,0.056614194,0.03780035,0.372054174495055,0.07047529,0.9305848188509824,-2.014878326328935,0.087758034,0.0667508999999999,,,16.914143,17.555283,16.152248,47
71388,71388,71388,10,10,1356,253909228068881280,158.6518008318825,-1.4730928935154133,68.90686200380874,45.28403218197234,0.07685383,0.0545311,0.2820117609171501,0.09202284,0.8285224807485259,-1.864804664058452,0.10961365,0.092626266,,,17.47891,18.228926,16.637682,47
71389,71389,71389,10,10,1356,253909949624510848,158.64872912057237,-1.4253850471984288,68.9540218801944,45.318457963067246,0.03816067,0.027545651,0.3824089256579071,0.047705557,1.048572165879594,-2.01035193717564,0.05754957,0.04791728,,,16.206491,16.942142,15.355939,47
71390,71390,71390,10,10,1356,253912835841391360,158.59712501354937,-1.4286478320183078,68.90112306107135,45.354364306253096,0.05384654,0.03740046,0.3726989848150192,0.067945994,0.8536013126886808,-1.9749275148174443,0.079453796,0.06635842,,,16.824486,17.451216,16.046751,47
71391,71391,71391,10,10,1356,253913557395896320,158.5753527958669,-1.4316462769861724,68.87707990709723,45.36841187856167,0.039270833,0.02737137,0.3641307377001917,0.050411303,0.9045932192107526,-1.926457048498675,0.06132034,0.049852435,,,16.22515,16.772512,15.494886,47
